,loss,acc,val_loss,val_acc,lr
0,1.3972400907099476,0.6918665170669556,1.2369058825248895,0.508849561214447,0.0010000000474974513
1,0.5703124074128754,0.7596454620361328,0.5256461307059886,0.764011800289154,0.0010000000474974513
2,0.47169974834752404,0.7905804514884949,0.5470225641200709,0.732300877571106,0.0010000000474974513
3,0.44806930585416355,0.7990962862968445,0.7798763222472612,0.5914454460144043,0.0010000000474974513
4,0.4224799708811243,0.807438313961029,0.4733395164096078,0.7780236005783081,0.0010000000474974513
5,0.42165385537318234,0.8121306896209717,1.1184899973314861,0.5516223907470703,0.0010000000474974513
6,0.4102024313762945,0.8236009478569031,0.4536507275215415,0.8075221180915833,0.0010000000474974513
7,0.4092601532737414,0.8206596970558167,0.42607066416463185,0.8016223907470703,0.0010000000474974513
8,0.40219496007005456,0.82393878698349,0.45817957575931106,0.7920354008674622,0.0010000000474974513
9,0.3882936263896543,0.8298574686050415,0.5050988547330679,0.76474928855896,0.0010000000474974513
10,0.3591606476093938,0.84549880027771,0.3961783547041028,0.8407079577445984,0.0005000000237487257
11,0.3436879052090736,0.847062885761261,0.3961376925540525,0.8281710743904114,0.0005000000237487257
12,0.33955146147531895,0.8561000823974609,0.39844978687375093,0.8311209678649902,0.0005000000237487257
13,0.3346908482819081,0.8524504899978638,0.3590341251949931,0.8303834795951843,0.0005000000237487257
14,0.308857567937249,0.867222785949707,0.3456451527254526,0.8635693192481995,0.0002500000118743628
15,0.30969469098527685,0.8673965930938721,0.3519245931922003,0.8384955525398254,0.0002500000118743628
16,0.29716540342161213,0.8715676069259644,0.3444410304343978,0.8635693192481995,0.0002500000118743628
17,0.2966399805430617,0.8738269209861755,0.3329167672714522,0.8620944023132324,0.0002500000118743628
18,0.293655711495214,0.8732638955116272,0.3364360517887182,0.8525073528289795,0.0001250000059371814
19,0.27735029482435003,0.8783924579620361,0.327582411468029,0.8679941296577454,0.0001250000059371814
20,0.276652328020009,0.8832116723060608,0.33501330745774643,0.8547197580337524,0.0001250000059371814
21,0.27259852211219304,0.8819951415061951,0.3403437683402106,0.8635693192481995,0.0001250000059371814
22,0.27548947302591564,0.8793882727622986,0.33256242354941923,0.8547197580337524,0.0001250000059371814
23,0.2611127193603251,0.8880208134651184,0.3276952293723129,0.8613569140434265,6.25000029685907e-05
24,0.25523169299817033,0.8914405107498169,0.32758635403805003,0.8613569140434265,6.25000029685907e-05
25,0.2533406716255749,0.887208878993988,0.31896880147762074,0.8694690465927124,6.25000029685907e-05
26,0.25100013067324956,0.8894097208976746,0.32601851016976113,0.8620944023132324,6.25000029685907e-05
27,0.25533933026058936,0.8921363949775696,0.32626382452110914,0.8591445684432983,6.25000029685907e-05
28,0.24189875212484738,0.8969412446022034,0.3380594373095867,0.8554572463035583,6.25000029685907e-05
29,0.24930651578631383,0.8896420001983643,0.329345126657985,0.8679941296577454,3.125000148429535e-05
30,0.23413864581958677,0.8953770995140076,0.31930748078712196,0.8716813921928406,3.125000148429535e-05
31,0.2373998527844664,0.9026764035224915,0.32339780032634735,0.8665191531181335,3.125000148429535e-05
32,0.23551519123172446,0.8945081830024719,0.328074726254441,0.8716813921928406,3.125000148429535e-05
33,0.23497656327508828,0.8986791968345642,0.31753316227086753,0.8679941296577454,3.125000148429535e-05
34,0.23422147914233787,0.8967674374580383,0.3257341431670411,0.8650442361831665,1.5625000742147677e-05
35,0.23494618591911726,0.8998957276344299,0.3197202062190965,0.8702064752578735,1.5625000742147677e-05
36,0.2209129250832718,0.9047619104385376,0.3208053907336191,0.8687315583229065,1.5625000742147677e-05
37,0.2277806738794865,0.9019812345504761,0.3221038089588631,0.8665191531181335,9.999999747378752e-06
38,0.2289938320602275,0.8950295448303223,0.3240757045704265,0.8657817244529724,9.999999747378752e-06
39,0.22236353990763974,0.9049357175827026,0.3230354882950007,0.8702064752578735,9.999999747378752e-06
40,0.22289191559863497,0.9042405486106873,0.3263411894440651,0.8694690465927124,9.999999747378752e-06
41,0.22335747388820495,0.9035453796386719,0.32813241887231204,0.8657817244529724,9.999999747378752e-06
42,0.2265567080428203,0.9027777910232544,0.3240280809790589,0.8672566413879395,9.999999747378752e-06
43,0.22581803744291737,0.9028502106666565,0.32500429971273553,0.8672566413879395,9.999999747378752e-06
44,0.22222798544247283,0.9017049670219421,0.3291219282288884,0.8694690465927124,9.999999747378752e-06
45,0.22432958510525325,0.9021550416946411,0.3229099687102229,0.8679941296577454,9.999999747378752e-06
46,0.2255632510544071,0.9051094651222229,0.32181952131348984,0.8672566413879395,9.999999747378752e-06
47,0.21789893630709464,0.905457079410553,0.32720442913299386,0.8672566413879395,9.999999747378752e-06
48,0.23188976957477295,0.8986791968345642,0.3219392152373181,0.8672566413879395,9.999999747378752e-06
49,0.2157736998446335,0.9091067314147949,0.3282161400068638,0.8687315583229065,9.999999747378752e-06
